enrichment_id,ku_id,field,value,wikidata_qid,candidate_source_ids,candidate_revisions,candidate_accessed_dates,candidate_urls,pointer_status,evidence_marker
enr-03089,units/persons/giovanni-adamo-piola,配偶,艾德門達·瑪麗亞,,,,,,no_unique_same_alignment,Wikidata P26；未列参考
enr-03090,units/persons/giovanni-adamo-piola,子女,列支敦斯登的瑪麗亞·特蕾莎；Maria Dominika von Liechtenstein；Marie Elisabeth von und zu Liechtenstein；Karl Josef von und zu Liechtenstein；Franz Dominik von und zu Liechtenstein；列支敦斯登的加布里埃爾；Maria Antonia of Liechtenstein,,,,,,no_unique_same_alignment,Wikidata P40；有参考；未列参考
enr-03091,units/persons/giovanni-adamo-piola,荣誉／奖项,Knight of the Order of the Golden Fleece,,,,,,no_unique_same_alignment,Wikidata P166；有参考
enr-03153,units/persons/giovanni-perugini,性别,男,,,,,,no_unique_same_alignment,Wikidata P21；未列参考
enr-03154,units/persons/giovanni-perugini,出生日期,1945-10-10,,,,,,no_unique_same_alignment,Wikidata P569；有参考
enr-03155,units/persons/giovanni-perugini,出生地,卡斯泰洛城,,,,,,no_unique_same_alignment,Wikidata P19；有参考
enr-03156,units/persons/giovanni-perugini,国籍／公民身份,意大利,,,,,,no_unique_same_alignment,Wikidata P27；有参考
enr-03157,units/persons/giovanni-perugini,身份／职业标签,现代五项运动员；pentathlete,,,,,,no_unique_same_alignment,Wikidata P106；未列参考
enr-03176,units/persons/giovanni-pietro-bellori,性别,男,Q714400,src-46b7f35cbe742455;src-9fcdf3eba3a3b9f5,2522319307;2522319307,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q714400;https://www.wikidata.org/wiki/Q714400,candidate_sources_ambiguous,Wikidata P21；有参考
enr-03177,units/persons/giovanni-pietro-bellori,出生日期,1613-01-15,Q714400,src-46b7f35cbe742455;src-9fcdf3eba3a3b9f5,2522319307;2522319307,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q714400;https://www.wikidata.org/wiki/Q714400,candidate_sources_ambiguous,Wikidata P569；有参考
enr-03178,units/persons/giovanni-pietro-bellori,去世日期,1696-02-19,Q714400,src-46b7f35cbe742455;src-9fcdf3eba3a3b9f5,2522319307;2522319307,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q714400;https://www.wikidata.org/wiki/Q714400,candidate_sources_ambiguous,Wikidata P570；有参考
enr-03179,units/persons/giovanni-pietro-bellori,出生地,罗马,Q714400,src-46b7f35cbe742455;src-9fcdf3eba3a3b9f5,2522319307;2522319307,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q714400;https://www.wikidata.org/wiki/Q714400,candidate_sources_ambiguous,Wikidata P19；有参考
enr-03180,units/persons/giovanni-pietro-bellori,去世地,罗马,Q714400,src-46b7f35cbe742455;src-9fcdf3eba3a3b9f5,2522319307;2522319307,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q714400;https://www.wikidata.org/wiki/Q714400,candidate_sources_ambiguous,Wikidata P20；有参考
enr-03181,units/persons/giovanni-pietro-bellori,国籍／公民身份,意大利,Q714400,src-46b7f35cbe742455;src-9fcdf3eba3a3b9f5,2522319307;2522319307,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q714400;https://www.wikidata.org/wiki/Q714400,candidate_sources_ambiguous,Wikidata P27；有参考
enr-03182,units/persons/giovanni-pietro-bellori,身份／职业标签,策展人；傳記作家；畫家；圖書館員；美術史學家；歷史學家；考古学家,Q714400,src-46b7f35cbe742455;src-9fcdf3eba3a3b9f5,2522319307;2522319307,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q714400;https://www.wikidata.org/wiki/Q714400,candidate_sources_ambiguous,Wikidata P106；有参考
enr-03183,units/persons/giovanni-pietro-bellori,成员身份,聖路卡學院,Q714400,src-46b7f35cbe742455;src-9fcdf3eba3a3b9f5,2522319307;2522319307,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q714400;https://www.wikidata.org/wiki/Q714400,candidate_sources_ambiguous,Wikidata P463；有参考
enr-03184,units/persons/giovanni-pietro-bellori,代表作,"Le vite de' pittori, scultori et architetti moderni",Q714400,src-46b7f35cbe742455;src-9fcdf3eba3a3b9f5,2522319307;2522319307,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q714400;https://www.wikidata.org/wiki/Q714400,candidate_sources_ambiguous,Wikidata P800；有参考
enr-03195,units/persons/giulio-mancini,性别,男,Q3769699,src-43a0817bcda44b90;src-b42a735ffeb7bf69,2527444957;2527444957,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q3769699;https://www.wikidata.org/wiki/Q3769699,candidate_sources_ambiguous,Wikidata P21；有参考
enr-03196,units/persons/giulio-mancini,出生日期,1559-02-21；1558-02-21,Q3769699,src-43a0817bcda44b90;src-b42a735ffeb7bf69,2527444957;2527444957,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q3769699;https://www.wikidata.org/wiki/Q3769699,candidate_sources_ambiguous,Wikidata P569；未列参考
enr-03197,units/persons/giulio-mancini,去世日期,1630-08-22,Q3769699,src-43a0817bcda44b90;src-b42a735ffeb7bf69,2527444957;2527444957,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q3769699;https://www.wikidata.org/wiki/Q3769699,candidate_sources_ambiguous,Wikidata P570；有参考
enr-03198,units/persons/giulio-mancini,出生地,锡耶纳,Q3769699,src-43a0817bcda44b90;src-b42a735ffeb7bf69,2527444957;2527444957,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q3769699;https://www.wikidata.org/wiki/Q3769699,candidate_sources_ambiguous,Wikidata P19；有参考
enr-03199,units/persons/giulio-mancini,去世地,罗马,Q3769699,src-43a0817bcda44b90;src-b42a735ffeb7bf69,2527444957;2527444957,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q3769699;https://www.wikidata.org/wiki/Q3769699,candidate_sources_ambiguous,Wikidata P20；有参考
enr-03200,units/persons/giulio-mancini,国籍／公民身份,意大利,Q3769699,src-43a0817bcda44b90;src-b42a735ffeb7bf69,2527444957;2527444957,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q3769699;https://www.wikidata.org/wiki/Q3769699,candidate_sources_ambiguous,Wikidata P27；有参考
enr-03201,units/persons/giulio-mancini,身份／职业标签,医生；作家；美術史學家；大學教師,Q3769699,src-43a0817bcda44b90;src-b42a735ffeb7bf69,2527444957;2527444957,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q3769699;https://www.wikidata.org/wiki/Q3769699,candidate_sources_ambiguous,Wikidata P106；有参考
enr-03202,units/persons/giulio-mancini,教育／训练机构,帕多瓦大學,Q3769699,src-43a0817bcda44b90;src-b42a735ffeb7bf69,2527444957;2527444957,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q3769699;https://www.wikidata.org/wiki/Q3769699,candidate_sources_ambiguous,Wikidata P69；有参考
enr-03203,units/persons/giulio-mancini,任职机构,錫耶納大學,Q3769699,src-43a0817bcda44b90;src-b42a735ffeb7bf69,2527444957;2527444957,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q3769699;https://www.wikidata.org/wiki/Q3769699,candidate_sources_ambiguous,Wikidata P108；有参考
enr-03260,units/persons/gl-bianconi,性别,男,,,,,,no_unique_same_alignment,Wikidata P21；有参考
enr-03261,units/persons/gl-bianconi,出生日期,1717-09-30,,,,,,no_unique_same_alignment,Wikidata P569；有参考
enr-03262,units/persons/gl-bianconi,去世日期,1781-01-01,,,,,,no_unique_same_alignment,Wikidata P570；有参考
enr-03263,units/persons/gl-bianconi,出生地,博洛尼亞,,,,,,no_unique_same_alignment,Wikidata P19；有参考
enr-03264,units/persons/gl-bianconi,去世地,佩鲁贾,,,,,,no_unique_same_alignment,Wikidata P20；有参考
enr-03265,units/persons/gl-bianconi,国籍／公民身份,意大利,,,,,,no_unique_same_alignment,Wikidata P27；有参考
enr-03266,units/persons/gl-bianconi,身份／职业标签,古物研究者；美術史學家；特命全權公使；藝術品經銷商；学者；医生,,,,,,no_unique_same_alignment,Wikidata P106；有参考；未列参考
enr-03267,units/persons/gl-bianconi,任职机构,博洛尼亞大學,,,,,,no_unique_same_alignment,Wikidata P108；未列参考
enr-03268,units/persons/gl-bianconi,成员身份,柏林－布蘭登堡科學院和人文學院,,,,,,no_unique_same_alignment,Wikidata P463；未列参考
enr-03449,units/persons/innocent-x,性别,男,Q101266,src-a4d667da7723448a;src-f47762c8491ca42c,2538467085;2543363278,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q101266;https://www.wikidata.org/wiki/Q101266,candidate_sources_ambiguous,Wikidata P21；有参考
enr-03450,units/persons/innocent-x,出生日期,1574-05-06,Q101266,src-a4d667da7723448a;src-f47762c8491ca42c,2538467085;2543363278,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q101266;https://www.wikidata.org/wiki/Q101266,candidate_sources_ambiguous,Wikidata P569；有参考
enr-03451,units/persons/innocent-x,去世日期,1655-01-07,Q101266,src-a4d667da7723448a;src-f47762c8491ca42c,2538467085;2543363278,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q101266;https://www.wikidata.org/wiki/Q101266,candidate_sources_ambiguous,Wikidata P570；有参考
enr-03452,units/persons/innocent-x,出生地,罗马,Q101266,src-a4d667da7723448a;src-f47762c8491ca42c,2538467085;2543363278,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q101266;https://www.wikidata.org/wiki/Q101266,candidate_sources_ambiguous,Wikidata P19；未列参考
enr-03453,units/persons/innocent-x,去世地,罗马,Q101266,src-a4d667da7723448a;src-f47762c8491ca42c,2538467085;2543363278,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q101266;https://www.wikidata.org/wiki/Q101266,candidate_sources_ambiguous,Wikidata P20；未列参考
enr-03454,units/persons/innocent-x,国籍／公民身份,教皇国,Q101266,src-a4d667da7723448a;src-f47762c8491ca42c,2538467085;2543363278,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q101266;https://www.wikidata.org/wiki/Q101266,candidate_sources_ambiguous,Wikidata P27；有参考
enr-03455,units/persons/innocent-x,身份／职业标签,Catholic priest；外交官,Q101266,src-a4d667da7723448a;src-f47762c8491ca42c,2538467085;2543363278,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q101266;https://www.wikidata.org/wiki/Q101266,candidate_sources_ambiguous,Wikidata P106；未列参考
enr-03456,units/persons/innocent-x,父亲,Camillo I Pamphili,Q101266,src-a4d667da7723448a;src-f47762c8491ca42c,2538467085;2543363278,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q101266;https://www.wikidata.org/wiki/Q101266,candidate_sources_ambiguous,Wikidata P22；有参考
enr-03457,units/persons/innocent-x,母亲,Flaminia Cancellieri del Bufalo,Q101266,src-a4d667da7723448a;src-f47762c8491ca42c,2538467085;2543363278,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q101266;https://www.wikidata.org/wiki/Q101266,candidate_sources_ambiguous,Wikidata P25；有参考
enr-03458,units/persons/innocent-x,配偶,novalue,Q101266,src-a4d667da7723448a;src-f47762c8491ca42c,2538467085;2543363278,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q101266;https://www.wikidata.org/wiki/Q101266,candidate_sources_ambiguous,Wikidata P26；未列参考
enr-03459,units/persons/innocent-x,教育／训练机构,宗座额我略大学,Q101266,src-a4d667da7723448a;src-f47762c8491ca42c,2538467085;2543363278,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q101266;https://www.wikidata.org/wiki/Q101266,candidate_sources_ambiguous,Wikidata P69；有参考
enr-03469,units/persons/innocent-xiii,性别,男,Q133100,src-036bd418fe1d0928;src-1174ffd475e804c9,2522262302;2543405166,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q133100;https://www.wikidata.org/wiki/Q133100,candidate_sources_ambiguous,Wikidata P21；有参考
enr-03470,units/persons/innocent-xiii,出生日期,1655-05-13,Q133100,src-036bd418fe1d0928;src-1174ffd475e804c9,2522262302;2543405166,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q133100;https://www.wikidata.org/wiki/Q133100,candidate_sources_ambiguous,Wikidata P569；有参考
enr-03471,units/persons/innocent-xiii,去世日期,1724-03-07,Q133100,src-036bd418fe1d0928;src-1174ffd475e804c9,2522262302;2543405166,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q133100;https://www.wikidata.org/wiki/Q133100,candidate_sources_ambiguous,Wikidata P570；有参考
enr-03472,units/persons/innocent-xiii,出生地,波利,Q133100,src-036bd418fe1d0928;src-1174ffd475e804c9,2522262302;2543405166,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q133100;https://www.wikidata.org/wiki/Q133100,candidate_sources_ambiguous,Wikidata P19；未列参考
enr-03473,units/persons/innocent-xiii,去世地,罗马,Q133100,src-036bd418fe1d0928;src-1174ffd475e804c9,2522262302;2543405166,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q133100;https://www.wikidata.org/wiki/Q133100,candidate_sources_ambiguous,Wikidata P20；有参考
enr-03474,units/persons/innocent-xiii,身份／职业标签,Catholic priest；天主教会主教,Q133100,src-036bd418fe1d0928;src-1174ffd475e804c9,2522262302;2543405166,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q133100;https://www.wikidata.org/wiki/Q133100,candidate_sources_ambiguous,Wikidata P106；未列参考
enr-03475,units/persons/innocent-xiii,父亲,"Carlo Conti, Duca di Poli",Q133100,src-036bd418fe1d0928;src-1174ffd475e804c9,2522262302;2543405166,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q133100;https://www.wikidata.org/wiki/Q133100,candidate_sources_ambiguous,Wikidata P22；有参考
enr-03476,units/persons/innocent-xiii,母亲,Isabella Muti,Q133100,src-036bd418fe1d0928;src-1174ffd475e804c9,2522262302;2543405166,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q133100;https://www.wikidata.org/wiki/Q133100,candidate_sources_ambiguous,Wikidata P25；有参考
enr-03477,units/persons/innocent-xiii,配偶,novalue,Q133100,src-036bd418fe1d0928;src-1174ffd475e804c9,2522262302;2543405166,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q133100;https://www.wikidata.org/wiki/Q133100,candidate_sources_ambiguous,Wikidata P26；未列参考
enr-03478,units/persons/innocent-xiii,教育／训练机构,宗座额我略大学；罗马大学,Q133100,src-036bd418fe1d0928;src-1174ffd475e804c9,2522262302;2543405166,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q133100;https://www.wikidata.org/wiki/Q133100,candidate_sources_ambiguous,Wikidata P69；有参考
enr-03479,units/persons/innocent-xiii,成员身份,Arcadian Academy,Q133100,src-036bd418fe1d0928;src-1174ffd475e804c9,2522262302;2543405166,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q133100;https://www.wikidata.org/wiki/Q133100,candidate_sources_ambiguous,Wikidata P463；有参考
enr-03596,units/persons/leo-x,性别,男,Q49237,src-d4f7f81c133ae42e;src-f2e38a6d8853d1af,2543571370;2540186940,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q49237;https://www.wikidata.org/wiki/Q49237,candidate_sources_ambiguous,Wikidata P21；有参考
enr-03597,units/persons/leo-x,出生日期,1475-12-11,Q49237,src-d4f7f81c133ae42e;src-f2e38a6d8853d1af,2543571370;2540186940,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q49237;https://www.wikidata.org/wiki/Q49237,candidate_sources_ambiguous,Wikidata P569；有参考
enr-03598,units/persons/leo-x,去世日期,1521-12-01,Q49237,src-d4f7f81c133ae42e;src-f2e38a6d8853d1af,2543571370;2540186940,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q49237;https://www.wikidata.org/wiki/Q49237,candidate_sources_ambiguous,Wikidata P570；有参考
enr-03599,units/persons/leo-x,出生地,佛罗伦萨,Q49237,src-d4f7f81c133ae42e;src-f2e38a6d8853d1af,2543571370;2540186940,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q49237;https://www.wikidata.org/wiki/Q49237,candidate_sources_ambiguous,Wikidata P19；有参考
enr-03600,units/persons/leo-x,去世地,罗马,Q49237,src-d4f7f81c133ae42e;src-f2e38a6d8853d1af,2543571370;2540186940,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q49237;https://www.wikidata.org/wiki/Q49237,candidate_sources_ambiguous,Wikidata P20；有参考
enr-03601,units/persons/leo-x,国籍／公民身份,教皇国,Q49237,src-d4f7f81c133ae42e;src-f2e38a6d8853d1af,2543571370;2540186940,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q49237;https://www.wikidata.org/wiki/Q49237,candidate_sources_ambiguous,Wikidata P27；有参考
enr-03602,units/persons/leo-x,身份／职业标签,罗马天主教神父；Catholic priest,Q49237,src-d4f7f81c133ae42e;src-f2e38a6d8853d1af,2543571370;2540186940,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q49237;https://www.wikidata.org/wiki/Q49237,candidate_sources_ambiguous,Wikidata P106；有参考
enr-03603,units/persons/leo-x,父亲,洛伦佐·德·美第奇,Q49237,src-d4f7f81c133ae42e;src-f2e38a6d8853d1af,2543571370;2540186940,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q49237;https://www.wikidata.org/wiki/Q49237,candidate_sources_ambiguous,Wikidata P22；未列参考
enr-03604,units/persons/leo-x,母亲,克拉丽斯·奥尔西尼,Q49237,src-d4f7f81c133ae42e;src-f2e38a6d8853d1af,2543571370;2540186940,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q49237;https://www.wikidata.org/wiki/Q49237,candidate_sources_ambiguous,Wikidata P25；未列参考
enr-03605,units/persons/leo-x,配偶,novalue,Q49237,src-d4f7f81c133ae42e;src-f2e38a6d8853d1af,2543571370;2540186940,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q49237;https://www.wikidata.org/wiki/Q49237,candidate_sources_ambiguous,Wikidata P26；未列参考
enr-03606,units/persons/leo-x,教育／训练机构,比萨大学,Q49237,src-d4f7f81c133ae42e;src-f2e38a6d8853d1af,2543571370;2540186940,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q49237;https://www.wikidata.org/wiki/Q49237,candidate_sources_ambiguous,Wikidata P69；有参考
enr-03617,units/persons/leopoldo-de-medici,性别,男,Q968920,src-3f615d224d3bd618;src-ed52d7c8b289b8ed,2543647845;2522954967,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q968920;https://www.wikidata.org/wiki/Q968920,candidate_sources_ambiguous,Wikidata P21；有参考
enr-03618,units/persons/leopoldo-de-medici,出生日期,1617-11-06,Q968920,src-3f615d224d3bd618;src-ed52d7c8b289b8ed,2543647845;2522954967,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q968920;https://www.wikidata.org/wiki/Q968920,candidate_sources_ambiguous,Wikidata P569；有参考
enr-03619,units/persons/leopoldo-de-medici,去世日期,1675-11-10,Q968920,src-3f615d224d3bd618;src-ed52d7c8b289b8ed,2543647845;2522954967,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q968920;https://www.wikidata.org/wiki/Q968920,candidate_sources_ambiguous,Wikidata P570；有参考
enr-03620,units/persons/leopoldo-de-medici,出生地,彼提宫；佛罗伦萨,Q968920,src-3f615d224d3bd618;src-ed52d7c8b289b8ed,2543647845;2522954967,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q968920;https://www.wikidata.org/wiki/Q968920,candidate_sources_ambiguous,Wikidata P19；有参考
enr-03621,units/persons/leopoldo-de-medici,去世地,佛罗伦萨,Q968920,src-3f615d224d3bd618;src-ed52d7c8b289b8ed,2543647845;2522954967,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q968920;https://www.wikidata.org/wiki/Q968920,candidate_sources_ambiguous,Wikidata P20；有参考
enr-03622,units/persons/leopoldo-de-medici,身份／职业标签,Catholic priest；赞助者；艺术收藏家,Q968920,src-3f615d224d3bd618;src-ed52d7c8b289b8ed,2543647845;2522954967,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q968920;https://www.wikidata.org/wiki/Q968920,candidate_sources_ambiguous,Wikidata P106；有参考；未列参考
enr-03623,units/persons/leopoldo-de-medici,父亲,科西莫二世·德·美第奇,Q968920,src-3f615d224d3bd618;src-ed52d7c8b289b8ed,2543647845;2522954967,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q968920;https://www.wikidata.org/wiki/Q968920,candidate_sources_ambiguous,Wikidata P22；未列参考
enr-03624,units/persons/leopoldo-de-medici,母亲,奧地利女大公瑪利亞·馬格達萊納,Q968920,src-3f615d224d3bd618;src-ed52d7c8b289b8ed,2543647845;2522954967,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q968920;https://www.wikidata.org/wiki/Q968920,candidate_sources_ambiguous,Wikidata P25；未列参考
enr-03625,units/persons/leopoldo-de-medici,成员身份,秕糠学会,Q968920,src-3f615d224d3bd618;src-ed52d7c8b289b8ed,2543647845;2522954967,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q968920;https://www.wikidata.org/wiki/Q968920,candidate_sources_ambiguous,Wikidata P463；未列参考
enr-03674,units/persons/luca-giordano,性别,男,Q332494,src-1e6b2c60d3652ddf;src-438b9a1ba0963353,2531611425;2531611425,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q332494;https://www.wikidata.org/wiki/Q332494,candidate_sources_ambiguous,Wikidata P21；有参考
enr-03675,units/persons/luca-giordano,出生日期,1634-10-18；1632,Q332494,src-1e6b2c60d3652ddf;src-438b9a1ba0963353,2531611425;2531611425,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q332494;https://www.wikidata.org/wiki/Q332494,candidate_sources_ambiguous,Wikidata P569；有参考
enr-03676,units/persons/luca-giordano,去世日期,1705-01-03；1705-01-12,Q332494,src-1e6b2c60d3652ddf;src-438b9a1ba0963353,2531611425;2531611425,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q332494;https://www.wikidata.org/wiki/Q332494,candidate_sources_ambiguous,Wikidata P570；有参考
enr-03677,units/persons/luca-giordano,出生地,那不勒斯,Q332494,src-1e6b2c60d3652ddf;src-438b9a1ba0963353,2531611425;2531611425,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q332494;https://www.wikidata.org/wiki/Q332494,candidate_sources_ambiguous,Wikidata P19；有参考
enr-03678,units/persons/luca-giordano,去世地,那不勒斯,Q332494,src-1e6b2c60d3652ddf;src-438b9a1ba0963353,2531611425;2531611425,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q332494;https://www.wikidata.org/wiki/Q332494,candidate_sources_ambiguous,Wikidata P20；有参考
enr-03679,units/persons/luca-giordano,国籍／公民身份,那不勒斯王国,Q332494,src-1e6b2c60d3652ddf;src-438b9a1ba0963353,2531611425;2531611425,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q332494;https://www.wikidata.org/wiki/Q332494,candidate_sources_ambiguous,Wikidata P27；未列参考
enr-03680,units/persons/luca-giordano,身份／职业标签,畫家；版畫家,Q332494,src-1e6b2c60d3652ddf;src-438b9a1ba0963353,2531611425;2531611425,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q332494;https://www.wikidata.org/wiki/Q332494,candidate_sources_ambiguous,Wikidata P106；有参考
enr-03681,units/persons/luca-giordano,代表作,牧羊人的崇拜；Christ and the Adulteress；聖彼得殉教；paintings by Luca Giordano in the Pio Monte della Misericordia；Rape of the Sabine Women；Rape of Helen；Martyrdom of St. Placidus,Q332494,src-1e6b2c60d3652ddf;src-438b9a1ba0963353,2531611425;2531611425,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q332494;https://www.wikidata.org/wiki/Q332494,candidate_sources_ambiguous,Wikidata P800；有参考；未列参考
enr-03682,units/persons/luca-giordano,艺术或思想运动,巴洛克艺术,Q332494,src-1e6b2c60d3652ddf;src-438b9a1ba0963353,2531611425;2531611425,2026-09-11;2026-09-10,https://www.wikidata.org/wiki/Q332494;https://www.wikidata.org/wiki/Q332494,candidate_sources_ambiguous,Wikidata P135；未列参考
enr-03744,units/persons/marchese-del-carpio,性别,男,,,,,,no_unique_same_alignment,Wikidata P21；有参考
enr-03745,units/persons/marchese-del-carpio,出生日期,1629-06-01,,,,,,no_unique_same_alignment,Wikidata P569；有参考
enr-03746,units/persons/marchese-del-carpio,去世日期,1687-11-16,,,,,,no_unique_same_alignment,Wikidata P570；有参考
enr-03748,units/persons/marchese-del-carpio,去世地,那不勒斯,,,,,,no_unique_same_alignment,Wikidata P20；有参考
enr-03749,units/persons/marchese-del-carpio,国籍／公民身份,西班牙,,,,,,no_unique_same_alignment,Wikidata P27；有参考
enr-03750,units/persons/marchese-del-carpio,身份／职业标签,政治人物,,,,,,no_unique_same_alignment,Wikidata P106；有参考
enr-03751,units/persons/marchese-del-carpio,父亲,Luis Méndez de Haro y Guzmán,,,,,,no_unique_same_alignment,Wikidata P22；有参考
enr-03752,units/persons/marchese-del-carpio,子女,Catalina de Haro y Guzmán,,,,,,no_unique_same_alignment,Wikidata P40；未列参考
enr-03776,units/persons/marchese-pallavicini-piola,性别,男,,,,,,no_unique_same_alignment,Wikidata P21；有参考
enr-03777,units/persons/marchese-pallavicini-piola,出生日期,1650,,,,,,no_unique_same_alignment,Wikidata P569；有参考
enr-03778,units/persons/marchese-pallavicini-piola,去世日期,1714,,,,,,no_unique_same_alignment,Wikidata P570；有参考
enr-03779,units/persons/marchese-pallavicini-piola,出生地,热那亚,,,,,,no_unique_same_alignment,Wikidata P19；有参考
enr-03780,units/persons/marchese-pallavicini-piola,去世地,罗马,,,,,,no_unique_same_alignment,Wikidata P20；有参考
enr-03781,units/persons/marchese-pallavicini-piola,国籍／公民身份,热那亚共和国,,,,,,no_unique_same_alignment,Wikidata P27；未列参考
enr-03782,units/persons/marchese-pallavicini-piola,身份／职业标签,艺术收藏家,,,,,,no_unique_same_alignment,Wikidata P106；有参考
enr-04038,units/persons/michelangelo,性别,男,Q5592,src-3437314322b68adb;src-79a9ee301b982bb9,2541754009;2541754009,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q5592;https://www.wikidata.org/wiki/Q5592,candidate_sources_ambiguous,Wikidata P21；有参考
enr-04039,units/persons/michelangelo,出生日期,1475-03-06,Q5592,src-3437314322b68adb;src-79a9ee301b982bb9,2541754009;2541754009,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q5592;https://www.wikidata.org/wiki/Q5592,candidate_sources_ambiguous,Wikidata P569；有参考
enr-04040,units/persons/michelangelo,去世日期,1564-02-18,Q5592,src-3437314322b68adb;src-79a9ee301b982bb9,2541754009;2541754009,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q5592;https://www.wikidata.org/wiki/Q5592,candidate_sources_ambiguous,Wikidata P570；有参考
enr-04041,units/persons/michelangelo,出生地,卡普雷塞-米开朗基罗,Q5592,src-3437314322b68adb;src-79a9ee301b982bb9,2541754009;2541754009,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q5592;https://www.wikidata.org/wiki/Q5592,candidate_sources_ambiguous,Wikidata P19；有参考
enr-04042,units/persons/michelangelo,去世地,罗马,Q5592,src-3437314322b68adb;src-79a9ee301b982bb9,2541754009;2541754009,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q5592;https://www.wikidata.org/wiki/Q5592,candidate_sources_ambiguous,Wikidata P20；有参考
enr-04043,units/persons/michelangelo,国籍／公民身份,佛罗伦萨共和国,Q5592,src-3437314322b68adb;src-79a9ee301b982bb9,2541754009;2541754009,2026-09-10;2026-09-11,https://www.wikidata.org/wiki/Q5592;https://www.wikidata.org/wiki/Q5592,candidate_sources_ambiguous,Wikidata P27；有参考
