mention_id,segment_id,candidate_id,surface_form,start_char,end_char,note
m-chp1-secii-0078,chp-1:01_CHP-1_sec_ii:l48-60,cand-0544,Caravaggio,1544,1554,Repeated mention in the qualification about his reputation.
m-chp1-secii-0079,chp-1:01_CHP-1_sec_ii:l48-60,cand-3451,modelli,2099,2106,Plural form of the preparatory oil-sketch practice.
m-chp1-secii-0080,chp-1:01_CHP-1_sec_ii:l48-60,cand-2293,Rubens,1659,1665,Painter asked to show examples in 1606.
m-chp1-secii-0081,chp-1:01_CHP-1_sec_ii:l48-60,cand-0710,Chiesa Nuova,1799,1811,Church destination of the Rubens altarpiece.
m-chp1-secii-0082,chp-1:01_CHP-1_sec_ii:l48-60,cand-0713,St Peter’s,2025,2035,Church destination in the general comparison.
m-chp1-secii-0083,chp-1:01_CHP-1_sec_ii:l48-60,cand-1359,Lanfranco,2168,2177,Painter who offered to show a canvas drawing.
m-chp1-secii-0084,chp-1:01_CHP-1_sec_ii:l48-60,cand-3448,Cardinal Barberini,2195,2213,Identity unresolved; title alone does not identify the person.
m-chp1-secii-0085,chp-1:01_CHP-1_sec_ii:l48-60,cand-3449,Pope Leo,2274,2282,Painting subject; identity unresolved in this passage.
m-chp1-secii-0086,chp-1:01_CHP-1_sec_ii:l48-60,cand-3450,Attila,2287,2293,Painting subject paired with Pope Leo.
m-chp1-secii-0087,chp-1:01_CHP-1_sec_ii:l48-60,cand-3452,in tela il disegno,2365,2383,Italian phrase for the drawing Lanfranco offered to show.
m-chp1-secii-0088,chp-1:01_CHP-1_sec_ii:l48-60,cand-3451,modello,2622,2629,Unfinished clause on the Bolognese artists; continuation follows in next segment.
m-chp1-secii-0089,chp-1:01_CHP-1_sec_ii:l62-71,cand-0342,Cortona,10,17,Continuation of the preceding segment’s unfinished reference to Pietro da Cortona.
m-chp1-secii-0090,chp-1:01_CHP-1_sec_ii:l62-71,cand-1117,Giovan Battista Gaulli,157,179,Painter associated with later modello practice.
m-chp1-secii-0091,chp-1:01_CHP-1_sec_ii:l62-71,cand-1131,Genoa,246,251,Gaulli’s native city in Haskell’s tentative introduction claim.
m-chp1-secii-0092,chp-1:01_CHP-1_sec_ii:l62-71,cand-2818,Wittkower,334,343,Scholar cited for the chronology of large Roman church frescoes.
m-chp1-secii-0093,chp-1:01_CHP-1_sec_ii:l62-71,cand-2293,Rubens,526,532,Northern European precedent used to explain the utility of modelli.
m-chp1-secii-0094,chp-1:01_CHP-1_sec_ii:l62-71,cand-3451,modelli,568,575,Preparatory sketches useful to patrons and assistants.
m-chp1-secii-0095,chp-1:01_CHP-1_sec_ii:l62-71,cand-1027,Ciro Ferri,1927,1937,Painter of the 1670 S. Agnese cupola modello.
m-chp1-secii-0096,chp-1:01_CHP-1_sec_ii:l62-71,cand-0693,S. Agnese,833,842,Church whose cupola was commissioned at Piazza Navona.
m-chp1-secii-0097,chp-1:01_CHP-1_sec_ii:l62-71,cand-3455,Piazza Navona,846,859,Location of S. Agnese.
m-chp1-secii-0098,chp-1:01_CHP-1_sec_ii:l62-71,cand-3456,Pamfili family,1042,1056,Collective patron family responsible for the commission.
m-chp1-secii-0099,chp-1:01_CHP-1_sec_ii:l62-71,cand-3454,sketches,1204,1212,Objects whose spontaneous character drew greater appreciation.
m-chp1-secii-0100,chp-1:01_CHP-1_sec_ii:l62-71,cand-3454,collecting them,1406,1421,Sketch collecting; fashion not general until the eighteenth century.
m-chp1-secii-0101,chp-1:01_CHP-1_sec_ii:l62-71,cand-1766,Giovanni Odazzi,2248,2263,Painter said to have worked faster than Luca Giordano.
m-chp1-secii-0102,chp-1:01_CHP-1_sec_ii:l62-71,cand-1172,Luca Giordano,2305,2318,Painter used as speed comparison.
m-chp1-secii-0103,chp-1:01_CHP-1_sec_ii:l62-71,cand-0446,Brandi,2333,2339,Giacinto Brandi; given name is on the preceding line.
m-chp1-secii-0104,chp-1:01_CHP-1_sec_ii:l62-71,cand-0949,Gaspard Dughet,2444,2458,Painter said to have benefited from a quick-work reward.
m-chp1-secii-0105,chp-1:01_CHP-1_sec_ii:l62-71,cand-1117,Gaulli,173,179,Painter given eight years for work in the Gesù.
m-chp1-secii-0106,chp-1:01_CHP-1_sec_ii:l62-71,cand-0689,Gesù,2063,2067,Church with the vault and transept vaults mentioned.
m-chp1-secii-0107,chp-1:01_CHP-1_sec_ii:l62-71,cand-3457,Venetians,2544,2553,Collective group said to be known for speed; retain source attribution.
m-chp1-secii-0108,chp-1:01_CHP-1_sec_ii:l73-77,cand-0839,price,69,74,Contract-price provision as an indexed topic candidate.
m-chp1-secii-0109,chp-1:01_CHP-1_sec_ii:l73-77,cand-3458,stretcher,804,813,Painting support named in the 1647 agent’s statement.
m-chp1-secii-0110,chp-1:01_CHP-1_sec_ii:l73-77,cand-3459,priming,819,826,Canvas preparation named in the 1647 agent’s statement.
m-chp1-secii-0111,chp-1:01_CHP-1_sec_ii:l73-77,cand-3460,ultramarine,835,846,Pigment named in the 1647 agent’s statement and the expense variations.
m-chp1-secii-0112,chp-1:01_CHP-1_sec_ii:l73-77,cand-1814,Prince Pamfili,1440,1454,"Camillo Pamfili, existing index candidate."
m-chp1-secii-0113,chp-1:01_CHP-1_sec_ii:l73-77,cand-1676,Pier Francesco Mola,1486,1505,Painter of the Valmontone villa decoration.
m-chp1-secii-0114,chp-1:01_CHP-1_sec_ii:l73-77,cand-3431,Valmontone,1539,1549,Location of the villa.
m-chp1-secii-0115,chp-1:01_CHP-1_sec_ii:l73-77,cand-0932,Domenichino,1813,1824,Artist paid per principal figure in Naples Cathedral frescoes.
m-chp1-secii-0116,chp-1:01_CHP-1_sec_ii:l73-77,cand-0936,Naples Cathedral,1880,1896,Site of the frescoes priced per figure.
m-chp1-secii-0117,chp-1:01_CHP-1_sec_ii:l73-77,cand-1359,Lanfranco,1901,1910,Artist added as another instance in Haskell’s comparison.
m-chp1-secii-0118,chp-1:01_CHP-1_sec_ii:l79-84,cand-1507,Giulio Mancini,149,163,Sienese doctor and art lover whose account is cited.
m-chp1-secii-0119,chp-1:01_CHP-1_sec_ii:l79-84,cand-3572,Duke of Mantua,377,391,Title-based reference to the Duke who commissioned Guido Reni in 1617; keep separate from other unnamed Dukes of Mantua until identity is established.
m-chp1-secii-0120,chp-1:01_CHP-1_sec_ii:l79-84,cand-2124,Guido Reni,401,411,Painter asked for the 1617 Justice commission.
m-chp1-secii-0121,chp-1:01_CHP-1_sec_ii:l79-84,cand-3463,Justice embracing Peace,441,464,Commission subject; the work’s completion is not stated.
m-chp1-secii-0122,chp-1:01_CHP-1_sec_ii:l79-84,cand-1282,Paolo Guidotti,663,677,Painter said to give pictures as free gifts while accepting presents.
m-chp1-secii-0123,chp-1:01_CHP-1_sec_ii:l79-84,cand-0767,Claude Lorrain,817,831,Artist whose pricing is discussed through an agent’s letter.
m-chp1-secii-0124,chp-1:01_CHP-1_sec_ii:l79-84,cand-1629,Cardinal Leopold de Medici,880,906,Patron whose agent comments on Claude’s price.
m-chp1-secii-0125,chp-1:01_CHP-1_sec_ii:l79-84,cand-1258,Guercino,1776,1784,Painter who enforced a per-figure price.
m-chp1-secii-0126,chp-1:01_CHP-1_sec_ii:l79-84,cand-3126,Rome,1364,1368,Location of the Mantuan agent in the deposit letter.
m-chp1-secii-0127,chp-1:01_CHP-1_sec_ii:l79-84,cand-3126,Rome,2369,2373,City described as assuming functions of a capital.
m-chp1-secii-0128,chp-1:01_CHP-1_sec_ii:l79-84,cand-3461,Italy,2661,2666,Reference point for Rome’s relative wealth.
m-chp1-secii-0129,chp-1:01_CHP-1_sec_ii:l79-84,cand-3462,Europe,2797,2803,Region at the end of the unfinished international-centre sentence.
m-chp1-secii-0130,chp-1:01_CHP-1_sec_ii:l86-94,cand-3126,Rome,189,193,Roman city that aristocrats invited painters to join.
m-chp1-secii-0131,chp-1:01_CHP-1_sec_ii:l86-94,cand-3126,Rome,247,251,City artists believed offered sufficient scope and rewards.
m-chp1-secii-0132,chp-1:01_CHP-1_sec_ii:l86-94,cand-3126,Rome,566,570,City described as deficient in producing native artists.
m-chp1-secii-0133,chp-1:01_CHP-1_sec_ii:l86-94,cand-2983,Borghese,1137,1145,Ruling clan named in the discussion of large-scale patronage.
m-chp1-secii-0134,chp-1:01_CHP-1_sec_ii:l86-94,cand-3464,Barberini,1154,1163,Ruling clan named in the discussion of large-scale patronage; kept distinct from the household institution.
m-chp1-secii-0135,chp-1:01_CHP-1_sec_ii:l86-94,cand-3029,Fabrizio Valguarnera,1802,1822,Named buyer whose studio visits illustrate the practice.
m-chp1-secii-0136,chp-1:01_CHP-1_sec_ii:l86-94,cand-1359,Lanfranco,1934,1943,Painter visited twice by Valguarnera.
m-chp1-secii-0137,chp-1:01_CHP-1_sec_ii:l86-94,cand-3465,Magdalene,2005,2014,Unidentified sketched-in canvas Valguarnera asked Lanfranco to complete.
m-chp1-secii-0138,chp-1:01_CHP-1_sec_ii:l86-94,cand-3466,Crucifixion,2026,2037,Unidentified sketched-in canvas Valguarnera asked Lanfranco to complete.
m-chp1-secii-0139,chp-1:01_CHP-1_sec_ii:l86-94,cand-3086,Poussin,2089,2096,Painter whose studio held the Plague at Ashdod in a preliminary stage.
m-chp1-secii-0140,chp-1:01_CHP-1_sec_ii:l86-94,cand-3200,Plague at Ashdod,2125,2141,Painting seen by Valguarnera in a preliminary stage and arranged to be finished.
m-chp1-secii-0141,chp-1:01_CHP-1_sec_ii:l86-94,cand-3202,Spring,2286,2292,New picture commissioned from Poussin by Valguarnera.
m-chp1-secii-0142,chp-1:01_CHP-1_sec_ii:l86-94,cand-3099,Salvator Rosa,2371,2384,Painter whose studio held works ready for sale.
m-chp1-secii-0143,chp-1:01_CHP-1_sec_ii:l86-94,cand-3126,Roman,2817,2822,Adjectival reference to the city whose changing social and political pattern is linked to art dealing and exhibitions.
m-chp1-secii-0144,chp-1:01_CHP-1_sec_ii:l86-94,cand-3126,Rome,3064,3068,"Location in the unfinished sentence about the artist’s position in society, continued in the next segment."
m-chp1-secii-0145,chp-1:01_CHP-1_sec_ii:l96-104,cand-1660,Michelangelo,299,311,"Renaissance artist whose hero-worship temporarily obscured, but did not settle, status debates."
m-chp1-secii-0146,chp-1:01_CHP-1_sec_ii:l96-104,cand-2098,Raphael,316,323,Renaissance artist named with Michelangelo.
m-chp1-secii-0147,chp-1:01_CHP-1_sec_ii:l96-104,cand-3126,Rome,394,398,Baroque cosmopolitan city framing the discussion.
m-chp1-secii-0148,chp-1:01_CHP-1_sec_ii:l96-104,cand-3462,Europe,443,449,Region in Haskell’s description of Rome as the first great cosmopolitan town of modern Europe.
m-chp1-secii-0149,chp-1:01_CHP-1_sec_ii:l96-104,cand-3467,foreigners,551,561,Collective arrival factor; no individuals named.
m-chp1-secii-0150,chp-1:01_CHP-1_sec_ii:l96-104,cand-3468,‘bohemian’,582,592,Quoted label for a newly formed social group of artists.
m-chp1-secii-0151,chp-1:01_CHP-1_sec_ii:l96-104,cand-3014,Malvasia,849,857,Bolognese writer whose report attributes words to Paul V.
m-chp1-secii-0152,chp-1:01_CHP-1_sec_ii:l96-104,cand-3092,Pope Paul V,868,879,"Person to whom Malvasia attributes the statement, with qualification."
m-chp1-secii-0153,chp-1:01_CHP-1_sec_ii:l96-104,cand-3005,Benvenuto,1231,1240,Named autobiographer; surname continues on next source line.
m-chp1-secii-0154,chp-1:01_CHP-1_sec_ii:l96-104,cand-2942,autobiography,1251,1264,"Cellini’s autobiographical work, evoked as a comparison."
m-chp1-secii-0155,chp-1:01_CHP-1_sec_ii:l96-104,cand-3005,Cellini,1241,1248,Surname completing Benvenuto Cellini.
m-chp1-secii-0156,chp-1:01_CHP-1_sec_ii:l96-104,cand-3046,Bernini,1544,1551,"Artist whose authority, esteem, and support are discussed."
m-chp1-secii-0157,chp-1:01_CHP-1_sec_ii:l96-104,cand-3126,Rome,1731,1735,City of Bernini’s artistic career and potential transformation.
m-chp1-secii-0158,chp-1:01_CHP-1_sec_ii:l96-104,cand-1660,Michelangelo’s,1842,1856,Possessive reference to the artist’s mystical admiration.
m-chp1-secii-0159,chp-1:01_CHP-1_sec_ii:l96-104,cand-3126,Rome,1929,1933,Place Bernini had greater opportunity to transform.
m-chp1-secii-0160,chp-1:01_CHP-1_sec_ii:l96-104,cand-3462,Europe,1942,1948,Place Bernini had greater opportunity to transform.
m-chp1-secii-0161,chp-1:01_CHP-1_sec_ii:l96-104,cand-3102,Sixtus V,2322,2330,Pope associated by Haskell with changing the social role of the artist.
m-chp1-secii-0162,chp-1:01_CHP-1_sec_ii:l96-104,cand-3068,Leo X,2614,2619,Pope used as the comparison point for art no longer being self-sufficient.
m-chp1-secii-0163,chp-1:01_CHP-1_sec_ii:l96-104,cand-3173,Platonism,2621,2630,Philosophical current said no longer to dominate speculation.
m-chp1-secii-0164,chp-1:01_CHP-1_sec_ii:l96-104,cand-3469,‘genius’,2891,2899,Concept whose cult Haskell says would be revived in the eighteenth century.
m-chp1-secii-0165,chp-1:01_CHP-1_sec_ii:l106-116,cand-3046,Bernini,86,93,Painter whose exceptional portrait-bust fee is discussed.
m-chp1-secii-0166,chp-1:01_CHP-1_sec_ii:l106-116,cand-3015,Carlo Maratta,273,286,Painter whose full-length portrait fee is compared with Gaulli’s.
m-chp1-secii-0167,chp-1:01_CHP-1_sec_ii:l106-116,cand-3050,Gaulli,393,399,Painter whose portrait fee is compared with Maratta’s.
m-chp1-secii-0168,chp-1:01_CHP-1_sec_ii:l106-116,cand-3031,Baldinucci,618,628,Historian reporting Rembrandt’s high auction bids.
m-chp1-secii-0169,chp-1:01_CHP-1_sec_ii:l106-116,cand-3471,Rembrandt,665,674,Painter whose auction bids are interpreted as affirming the prestige of his profession.
m-chp1-secii-0170,chp-1:01_CHP-1_sec_ii:l106-116,cand-3470,Accademia di S. Luca,1080,1100,Professional association whose status and institutional history are discussed.
m-chp1-secii-0171,chp-1:01_CHP-1_sec_ii:l106-116,cand-3030,Federigo Zuccari,1200,1216,Artist whose 1593–1594 attempts to revive the Academy are described.
m-chp1-secii-0172,chp-1:01_CHP-1_sec_ii:l106-116,cand-2977,Apostolic Chamber,1647,1664,Institution whose clerk recognized painting as a noble profession in 1601.
m-chp1-secii-0173,chp-1:01_CHP-1_sec_ii:l106-116,cand-3092,Paul V,1686,1692,Pope who granted an annual release privilege to the Academy in 1605.
m-chp1-secii-0174,chp-1:01_CHP-1_sec_ii:l106-116,cand-3470,Accademia,1080,1089,Institution granted the annual privilege.
m-chp1-secii-0175,chp-1:01_CHP-1_sec_ii:l106-116,cand-3061,Gregory XV,1859,1869,Pope who confirmed the Academy statutes in 1621.
m-chp1-secii-0176,chp-1:01_CHP-1_sec_ii:l106-116,cand-3470,Accademia,1705,1714,Institution whose statutes Gregory XV confirmed.
m-chp1-secii-0177,chp-1:01_CHP-1_sec_ii:l106-116,cand-3104,Urban VIII,2004,2014,Pope associated with the Academy’s authority in Rome.
m-chp1-secii-0178,chp-1:01_CHP-1_sec_ii:l106-116,cand-3126,Rome,2071,2075,City whose art world the Academy’s authority shaped.
m-chp1-secii-0179,chp-1:01_CHP-1_sec_ii:l106-116,cand-3035,Cardinal Francesco Barberini,2267,2295,Academy protector appointed by the Pope; later disputes are qualified.
m-chp1-secii-0180,chp-1:01_CHP-1_sec_ii:l106-116,cand-3470,Accademia,1932,1941,Institution whose protector was appointed.
m-chp1-secii-0181,chp-1:01_CHP-1_sec_ii:l106-116,cand-3470,Accademia,2216,2225,Institution granted the right to tax artists in 1633.
m-chp1-secii-0182,chp-1:01_CHP-1_sec_ii:l106-116,cand-3126,Rome,2490,2494,City in which artists were taxed regardless of Academy membership.
m-chp1-secii-0183,chp-1:01_CHP-1_sec_ii:l106-116,cand-3056,Bellori,2654,2661,Writer whose favorable interpretation of Maratta’s influence is quoted in a footnote.
m-chp1-secii-0184,chp-1:01_CHP-1_sec_ii:l106-116,cand-3015,Maratta,279,286,Painter whose fees Bellori says raised the remuneration of painters.
m-chp1-secii-0185,chp-1:01_CHP-1_sec_ii:l118-127,cand-3470,Accademia,53,62,Academy whose membership and later organization Haskell compares.
m-chp1-secii-0186,chp-1:01_CHP-1_sec_ii:l118-127,cand-3470,Accademia,512,521,Institution described as giving respectability to its members and art.
m-chp1-secii-0187,chp-1:01_CHP-1_sec_ii:l118-127,cand-3126,Rome,1531,1535,City in whose public life the Academy played a role.
m-chp1-secii-0188,chp-1:01_CHP-1_sec_ii:l118-127,cand-3043,Giacinto Brandi,2030,2045,"Artist whose biographer describes servants, a carriage, and lavish living."
m-chp1-secii-0189,chp-1:01_CHP-1_sec_ii:l118-127,cand-3021,Ciro Ferri,2095,2105,Artist whose biographical account describes a carriage and household display.
m-chp1-secii-0190,chp-1:01_CHP-1_sec_ii:l118-127,cand-3070,Lodovico Gimignani,2205,2223,Artist whose biographer describes gentlemanly dress and manners.
m-chp1-secii-0191,chp-1:01_CHP-1_sec_ii:l118-127,cand-3045,"Giammaria
Morandi",2380,2397,"Artist whose biographer describes dancing, horsemanship, and fencing; the name crosses an OCR line break."
m-chp1-secii-0192,chp-1:01_CHP-1_sec_ii:l118-127,cand-2997,"Andrea
Procaccini",2461,2478,Artist whose rooms and style in Spain are described as gentlemanly; the name crosses an OCR line break.
m-chp1-secii-0193,chp-1:01_CHP-1_sec_ii:l118-127,cand-3134,Spain,2578,2583,Destination where Procaccini’s style was compared to a gentleman’s.
m-chp1-secii-0194,chp-1:01_CHP-1_sec_ii:l118-127,cand-3015,"Carlo
Maratta",2899,2912,Painter named in a sarcastic complaint about negotiating a commission; the name crosses an OCR line break.
m-chp1-secii-0195,chp-1:01_CHP-1_sec_ii:l129-135,cand-3017,Ridolfi,142,149,"Source of an earlier anecdotal motif, according to Haskell."
m-chp1-secii-0196,chp-1:01_CHP-1_sec_ii:l129-135,cand-3019,Charles V,163,172,Emperor in Ridolfi’s anecdote about picking up Titian’s brushes.
m-chp1-secii-0197,chp-1:01_CHP-1_sec_ii:l129-135,cand-2630,Titian,186,192,Painter in the Charles V anecdote; candidate selected by the index entry covering p. 19.
m-chp1-secii-0198,chp-1:01_CHP-1_sec_ii:l129-135,cand-3472,Cardinal Barberini,218,236,Identity unresolved in the anecdote about holding a mirror for Bernini.
m-chp1-secii-0199,chp-1:01_CHP-1_sec_ii:l129-135,cand-3046,Bernini,258,265,"Painter in the mirror anecdote, working on a self-portrait as David."
m-chp1-secii-0200,chp-1:01_CHP-1_sec_ii:l129-135,cand-3181,David,319,324,"Bernini’s self-portrait guise, referring to the accepted David statue."
m-chp1-secii-0201,chp-1:01_CHP-1_sec_ii:l129-135,cand-3065,Innocent X,327,337,Pope in the anecdote of handing Mola a canvas.
m-chp1-secii-0202,chp-1:01_CHP-1_sec_ii:l129-135,cand-3094,"Pier Francesco
Mola",346,365,Artist in the Innocent X anecdote and the later Queen Christina account; OCR line break preserved.
m-chp1-secii-0203,chp-1:01_CHP-1_sec_ii:l129-135,cand-3020,Queen Christina,492,507,Queen who reportedly took Mola into her carriage.
m-chp1-secii-0204,chp-1:01_CHP-1_sec_ii:l129-135,cand-3059,Giuseppe Ghezzi,625,640,Artist reportedly taken on drives by the Spanish Ambassador and later described as a courtier.
m-chp1-secii-0205,chp-1:01_CHP-1_sec_ii:l129-135,cand-2978,Society of Arcadia,734,752,Society to which Ghezzi was elected.
m-chp1-secii-0206,chp-1:01_CHP-1_sec_ii:l129-135,cand-3135,St Peter’s,788,798,Place where Ghezzi received a benefice from Clement XI.
m-chp1-secii-0207,chp-1:01_CHP-1_sec_ii:l129-135,cand-3022,Clement XI,802,812,Pope who gave Ghezzi a benefice at St Peter’s.
m-chp1-secii-0208,chp-1:01_CHP-1_sec_ii:l129-135,cand-3066,Innocent XIII,854,867,Pope who appointed Ghezzi master of ceremonies.
m-chp1-secii-0209,chp-1:01_CHP-1_sec_ii:l129-135,cand-3027,Duke of Parma,902,915,Ghezzi’s honorific context; the duke’s personal identity and appointment date remain unspecified.
m-chp1-secii-0210,chp-1:01_CHP-1_sec_ii:l129-135,cand-3156,Cavaliere dell’abito di Cristo,1174,1204,Honorific title reportedly given to many distinguished artists by the mid-seventeenth century.
m-chp1-secii-0211,chp-1:01_CHP-1_sec_ii:l129-135,cand-3032,Filippo Lauri,1437,1450,Painter whose study of news-sheets is cited as evidence of social and intellectual preparation.
m-chp1-secii-0212,chp-1:01_CHP-1_sec_ii:l129-135,cand-3044,Passeri,1881,1888,Biographer whose quoted criticism of uneducated painters is reproduced by Haskell.
m-chp1-secii-0213,chp-1:01_CHP-1_sec_ii:l129-135,cand-3163,genius,2496,2502,Concept in Haskell’s contrast between education and the idea of an untutored genius.
m-chp1-secii-0214,chp-1:01_CHP-1_sec_ii:l137-146,cand-3126,Roman,401,406,"Adjectival reference to Rome, where patrons encouraged new artists."
m-chp1-secii-0215,chp-1:01_CHP-1_sec_ii:l137-146,cand-3163,undiscovered genius,625,644,Concept Haskell says was not yet available to console poor painters.
m-chp1-secii-0216,chp-1:01_CHP-1_sec_ii:l137-146,cand-3152,bentveughels,744,756,Name for the colony of Dutch and Flemish artists living in Rome.
m-chp1-secii-0217,chp-1:01_CHP-1_sec_ii:l137-146,cand-2989,Schildersbent,818,831,"Mutual-aid society for northern artists, formed in 1623 according to Haskell’s qualified date."
m-chp1-secii-0218,chp-1:01_CHP-1_sec_ii:l137-146,cand-3470,Accademia di S. Luca,1024,1044,Italian academy compared with the Schildersbent.
m-chp1-secii-0219,chp-1:01_CHP-1_sec_ii:l137-146,cand-3126,Rome,808,812,City where the northern artists lived and the Academy attempted to levy a tax.
m-chp1-secii-0220,chp-1:01_CHP-1_sec_ii:l137-146,cand-3137,Via Margutta,1493,1505,District where many northern artists lived.
m-chp1-secii-0221,chp-1:01_CHP-1_sec_ii:l137-146,cand-3124,Piazza di Spagna,1515,1531,Place near the artists’ district.
m-chp1-secii-0222,chp-1:01_CHP-1_sec_ii:l137-146,cand-3468,‘Bohemian’ tradition,1568,1588,Haskell’s characterization of the tradition associated with the area.
m-chp1-secii-0223,chp-1:01_CHP-1_sec_ii:l137-146,cand-3095,"Pieter Van
Laer",1902,1917,Full name spans a line break within this source segment; preserve the complete surface span.
m-chp1-secii-0224,chp-1:01_CHP-1_sec_ii:l137-146,cand-3470,Accademia,1024,1033,Academy that also included Pieter Van Laer as a member.
m-chp1-secii-0225,chp-1:01_CHP-1_sec_ii:l137-146,cand-2996,Andrea Pozzo,2543,2555,Artist whose parents’ social standing and response to his career are discussed.
m-chp1-secii-0226,chp-1:01_CHP-1_sec_ii:l137-146,cand-3080,Mario de’ Fiori,2930,2945,Painter who planned one son for the Church and another for painting.
m-chp1-secii-0227,chp-1:01_CHP-1_sec_ii:l148-153,cand-3047,Gianandrea Carlone,10,28,Marriage example linked to social acceptance of artists.
m-chp1-secii-0228,chp-1:01_CHP-1_sec_ii:l148-153,cand-3075,Marchese Costaguti,63,81,Marchese whose household master approved Carlone as a husband; the sister and master remain unnamed.
m-chp1-secii-0229,chp-1:01_CHP-1_sec_ii:l148-153,cand-3046,Bernini,954,961,Artist cited as an exception to declining family transmission of artistic work.
m-chp1-secii-0230,chp-1:01_CHP-1_sec_ii:l148-153,cand-3126,Rome,696,700,City used in comparison of artists’ social position and family workshops.
m-chp1-secii-0231,chp-1:01_CHP-1_sec_ii:l148-153,cand-3401,Venice,1177,1183,City contrasted with Rome in the social standing of artists.
m-chp1-secii-0232,chp-1:01_CHP-1_sec_ii:l148-153,cand-0139,‘artistic temperament’,1934,1956,Concept Haskell traces from Vasari’s hints to broad acceptance in the seventeenth century.
m-chp1-secii-0233,chp-1:01_CHP-1_sec_ii:l148-153,cand-3049,Vasari,2005,2011,Writer credited with early suggestions of an artistic temperament.
m-chp1-secii-0234,chp-1:01_CHP-1_sec_ii:l148-153,cand-3092,Paul V,2168,2174,Pope whose alleged comments about Guido Reni are treated skeptically.
m-chp1-secii-0235,chp-1:01_CHP-1_sec_ii:l148-153,cand-3064,Guido Reni,2200,2210,Painter in the alleged Paul V conversation.
m-chp1-secii-0236,chp-1:01_CHP-1_sec_ii:l148-153,cand-3014,Malvasia,2460,2468,Writer whose later period makes Haskell skeptical of the reported Paul V conversation.
m-chp1-secii-0237,chp-1:01_CHP-1_sec_ii:l148-153,cand-3055,Giovanni Perugini,2689,2706,Painter described in a 1676 letter from the Resident of the King of Savoy.
m-chp1-secii-0238,chp-1:01_CHP-1_sec_ii:l148-153,cand-2662,Turin,2760,2765,City named as the court location in the 1676 account.
m-chp1-secii-0353,chp-1:01_CHP-1_sec_ii:l155-159,cand-3099,Salvator Rosa,65,78,Subject of the passage.
m-chp1-secii-0354,chp-1:01_CHP-1_sec_ii:l155-159,cand-3099,Salvator Rosa,807,820,Subject of Haskell’s account of the artist image.
m-chp1-secii-0355,chp-1:01_CHP-1_sec_ii:l155-159,cand-3473,Compagnia della Morte,325,346,"Legendary company, explicitly treated as a legend."
m-chp1-secii-0356,chp-1:01_CHP-1_sec_ii:l155-159,cand-3099,Salvator Rosa,1328,1341,Subject of the self-advertisement discussion.
m-chp1-secii-0357,chp-1:01_CHP-1_sec_ii:l155-159,cand-3099,Salvator Rosa,1888,1901,Subject of the artistic-independence discussion.
m-chp1-secii-0358,chp-1:01_CHP-1_sec_ii:l161-166,cand-3099,Salvator Rosa,232,245,Subject of Haskell’s interpretation.
m-chp1-secii-0359,chp-1:01_CHP-1_sec_ii:l161-166,cand-3031,Baldinucci,996,1006,Later biographer quoted by Haskell.
m-chp1-secii-0360,chp-1:01_CHP-1_sec_ii:l161-166,cand-3099,"Salvator
Rosa",1295,1308,"Appraisal subject, split by source line break."
m-chp1-secii-0361,chp-1:01_CHP-1_sec_ii:l168-239,cand-3058,Giuseppe de Rosis,9410,9427,Author of the cited 1663 letter.
m-chp1-secii-0362,chp-1:01_CHP-1_sec_ii:l168-239,cand-3002,Don. Antonio Ruffo,9431,9449,Recipient as printed in the OCR surface form.
m-chp1-secii-0363,chp-1:01_CHP-1_sec_ii:l168-239,cand-3474,V. Ruffo,9489,9497,Editor/publisher cited in the note; full identity unresolved and distinct from recipient Antonio Ruffo.
m-chp1-secii-0364,chp-1:01_CHP-1_sec_ii:l168-239,cand-3031,Baldinucci,6796,6806,Source cited for the appraisal.
m-chp1-secii-0365,chp-1:01_CHP-1_sec_ii:l168-239,cand-3021,Ciro Ferri,4299,4309,Painter whose letter is a qualified parallel.
m-chp1-secii-0366,chp-1:01_CHP-1_sec_ii:l168-239,cand-3002,Don Antonio Ruffo,7575,7592,Recipient of Ferri’s letter.
m-chp1-secii-0367,chp-1:01_CHP-1_sec_ii:l168-239,cand-3004,Benedetto Luti,552,566,Painter in Pascoli’s later comparison.
m-chp1-secii-0368,chp-1:01_CHP-1_sec_ii:l168-239,cand-3474,V. Rufifo,6161,6170,OCR variant of the editor/publisher V. Ruffo
m-chp1-secii-0369,chp-1:01_CHP-1_sec_ii:l168-239,cand-3474,V.,7628,7630,The OCR citation truncates the editor’s surname; the corresponding PDF/reference identifies V. Ruffo.
m-chp1-secii-0370,chp-1:01_CHP-1_sec_ii:l168-239,cand-3474,V.,9393,9395,The OCR citation truncates the editor’s surname; the corresponding PDF/reference identifies V. Ruffo.
m-chp1-secii-0371,chp-1:01_CHP-1_sec_ii:l168-239,cand-3475,Jacopo Salviati,5836,5851,Named sender of a cited 1662 letter; bibliographic citation is mediated.
m-chp1-secii-0372,chp-1:01_CHP-1_sec_ii:l168-239,cand-1629,Cardinal Leopoldo de’ Medici,5855,5883,Recipient of Jacopo Salviati’s cited 1662 letter.
m-chp1-secii-0373,chp-1:01_CHP-1_sec_ii:l168-239,cand-3476,Fabrizio Arragona,5963,5980,Mantuan agent and sender of the cited 1621 letter.
