relation_id,subject_ku_id,object_ku_id,predicate,time,role,scope,origin,status,source_id,source_span,source_file,note
rel-0196,units/persons/larissa-dedicatee,units/institutions/hermitage-museum,employed_by,1962年时点,威尼斯素描策展人,1962年相识时职务；不推定完整任期,external,formal,,印刷p.232,https://www.thebritishacademy.ac.uk/documents/366/115p227.pdf,
rel-0197,units/persons/lavinia-albergati,units/persons/ludovico-ludovisi,parent_of,自1595年起（Ludovico出生年）,mother,儿子为Cardinal Ludovico Ludovisi,external,formal,,opening paragraph; line 24: firstborn son of Orazio and Lavinia Albergati,https://www.treccani.it/enciclopedia/ludovico-ludovisi_(Dizionario-Biografico)/,
rel-0198,units/persons/lavinia-albergati,units/persons/niccolo-ludovisi,parent_of,自1610年起（Niccolò出生年）,mother,儿子为Piombino亲王Niccolò Ludovisi，非Niccolò Albergati-Ludovisi,external,formal,src-57bfba0d91516d6a,opening paragraph; line 28: Niccolò born to Orazio and Lavinia Albergati,https://www.treccani.it/enciclopedia/niccolo-ludovisi_(Dizionario-Biografico)/,
rel-0199,units/persons/leonardo-pesaro-commissioner,units/persons/giovanni-pesaro,kin_of,,侄子,纪念碑委托与建造语境,external,formal,src-0fc10a31baa842a5,lines 50–52,https://www.treccani.it/enciclopedia/giovanni-pesaro_(Dizionario-Biografico)/,
rel-0200,units/persons/lodovico-gimignani,units/persons/cardinal-rospigliosi-gimignani,patronized_by,,获资助赴威尼斯学习的画家,枢机全名仍未展开,book,formal,haskell-1980-rev-ed,lines 186–187; print pp. 6,02-sources/02-Markdown/01_CHP-1.md,Rospigliosi 送 Gimignani 去威尼斯学习；不展开枢机全名。
rel-0201,units/persons/lodovico-gimignani,units/procedures/patron-funded-study-travel,uses_procedure,,,,book,formal,haskell-1980-rev-ed,lines 186–187; print pp. 6,02-sources/02-Markdown/01_CHP-1.md,赴 Venice 学习的赞助旅行事例。
rel-0202,units/persons/ludovico-ludovisi,units/persons/domenichino,appointer_of,1621,Vatican architect任命者,教皇侄辈Ludovico作出的任命,book,formal,haskell-1980-rev-ed,lines 79–83; print pp. 4,02-sources/02-Markdown/01_CHP-1.md,1621 年任命 Domenichino 为 Vatican architect；任命者为教皇侄辈 Ludovico。
rel-0203,units/persons/luigi-bernini,units/persons/gian-lorenzo-bernini,sibling_of,,弟弟,Gian Lorenzo Bernini的弟弟,external,formal,src-4c3611ebf9394872,line 28: ‘fratello minore di Gian Lorenzo’,https://www.treccani.it/enciclopedia/luigi-bernini_(Dizionario-Biografico)/,
rel-0204,units/persons/luigi-bernini,units/persons/gian-lorenzo-bernini,trained_by,,学生；工作室助手,家族艺术传承与职业训练；具体入门年份未载,external,formal,src-4c3611ebf9394872,line 28: ‘Scolaro di Gian Lorenzo’,https://www.treccani.it/enciclopedia/luigi-bernini_(Dizionario-Biografico)/,
rel-0205,units/persons/luigi-bernini,units/persons/gian-lorenzo-bernini,collaborated_with,1620年代至1665年；单项工程日期见scope,工作室助手、工程合作者及代行者,圣彼得大教堂华盖（1620年代，具体起始年份未载）；Sant’Agostino主祭坛一尊天使像（1626–1628）；Bernini赴法期间代行圣彼得大教堂与Palazzo Chigi建筑工程（1665）,external,formal,src-4c3611ebf9394872,lines 28–32: 圣彼得华盖、1626–1628年Sant’Agostino天使像，以及1665年代行建筑工程,https://www.treccani.it/enciclopedia/luigi-bernini_(Dizionario-Biografico)/,
rel-0206,units/persons/marcantonio-hercolani-1709,units/persons/filippo-hercolani-1736,parent_of,自1736年起（Filippo出生年）,father,父子亲缘；不因父亲于1772年去世而终止,external,formal,,repository abstract: collection formed by Marcantonio Hercolani (1709–1772) and augmented by his son Filippo (1736–1810),https://cris.unibo.it/handle/11585/858533,
rel-0207,units/persons/marcello-sacchetti,units/persons/pietro-da-cortona,patron_of,,提供宫中住处与保护的赞助人,确认同乡后的接纳与安置,book,formal,haskell-1980-rev-ed,lines 217–220; print pp. 7,02-sources/02-Markdown/01_CHP-1.md,问明籍贯并认作同乡后，Sacchetti 将画家安置在自己宫中。
rel-0208,units/persons/marchese-del-carpio,units/places/naples,located_at,1687,去世地点,个人生命事件,external,formal,,Provenance：1687卒于Naples,https://www.nationaltrustcollections.org.uk/object/1257142,
rel-0209,units/persons/marchese-del-carpio,units/places/madrid,located_at,1629,出生地点,加斯帕尔·德阿罗个人出生事件,external,formal,src-2563b14fedb99d67,"人物介绍首段：Madrid, 1629 – Nápoles, 1687",https://www.ceeh.es/publicacion/la-corte-en-llamas-proceso-al-marques-de-heliche-1662-1663/,
rel-0210,units/persons/marco-chiarini,units/institutions/galleria-palatina,employed_by,1969–2000,馆长,帕拉蒂纳馆务任期,external,formal,src-dd965836e8aac508,完整纪念文章；采用首段生卒、迁居及馆务任期,https://www.burlington.org.uk/archive/obituary/marco-chiarini-19332015,
rel-0211,units/persons/marco-chiarini,units/places/rome,located_at,1933-09-01,出生,出生地,external,formal,src-dd965836e8aac508,完整纪念文章；采用首段生卒、迁居及馆务任期,https://www.burlington.org.uk/archive/obituary/marco-chiarini-19332015,
rel-0212,units/persons/marco-chiarini,units/places/florence,located_at,1964迁居；2015-11-06去世,迁居；去世,两个具体人生事件，不指在整个区间连续居住,external,formal,src-dd965836e8aac508,完整纪念文章；采用首段生卒、迁居及馆务任期,https://www.burlington.org.uk/archive/obituary/marco-chiarini-19332015,
rel-0213,units/persons/marco-pitteri,units/persons/gian-antonio-faldoni,trained_by,,刻版学习,DBI明称suo allievo Marco Pitteri；不以技术相似代替师承,external,formal,src-8a2aba0dcfccb875,传记师生纠纷段：suo allievo Marco Pitteri,https://www.treccani.it/enciclopedia/giovanni-antonio-faldoni_(Dizionario-Biografico)/,
rel-0214,units/persons/marco-pitteri,units/persons/piazzetta,collaborated_with,1740年起，生前合作,设计与刻版合作,自1740开始的图像设计与刻版合作；Piazzetta1754去世后的复制不算在世合作,external,formal,src-90a4c36c19cd8534,合作段：iniziatasi nel 1740及Piazzetta卒年1754,https://www.treccani.it/enciclopedia/marco-alvise-pitteri_(Enciclopedia-Italiana)/,
rel-0215,units/persons/marco-pitteri,units/places/venice,located_at,1702-05-24出生；1786-08-04去世,出生／去世,生卒均在威尼斯,external,formal,src-90a4c36c19cd8534,"传记首句：nato a Venezia il 24 maggio 1702, ivi morto il 4 agosto 1786",https://www.treccani.it/enciclopedia/marco-alvise-pitteri_(Enciclopedia-Italiana)/,
rel-0216,units/persons/marco-ricci,units/persons/sebastiano-ricci,kin_of,,侄子→叔父,父亲的兄弟为Sebastiano，明确叔侄而非兄弟,external,formal,src-87bb5a1ddae4f846,传记第2段：Fratello di suo padre era Sebastiano,https://www.treccani.it/enciclopedia/marco-ricci_(Dizionario-Biografico)/,
rel-0217,units/persons/marco-ricci,units/persons/sebastiano-ricci,collaborated_with,18世纪初起,风景与建筑背景,Marco承担风景或建筑背景；不推及叔父每一件作品,external,formal,src-87bb5a1ddae4f846,合作段：Fin dagli albori del Settecento至fondali scenografici,https://www.treccani.it/enciclopedia/marco-ricci_(Dizionario-Biografico)/,
rel-0218,units/persons/marco-ricci,units/persons/pellegrini,collaborated_with,1709–1710,绘画装饰,共同装饰Castle Howard，非仅同时在英国,external,formal,src-87bb5a1ddae4f846,"英国行程段：A Castle Howard, tra il 1709 e il 1710",https://www.treccani.it/enciclopedia/marco-ricci_(Dizionario-Biografico)/,
rel-0219,units/persons/marco-ricci,units/places/venice,located_at,1715,返回,结束英国行程后的返抵事件；非全生涯连续住址,external,formal,src-87bb5a1ddae4f846,归国段：Nel 1715 i due Ricci fecero ritorno a Venezia,https://www.treccani.it/enciclopedia/marco-ricci_(Dizionario-Biografico)/,
rel-0220,units/persons/marco-ricci,units/places/castle-howard,located_at,1709–1710,装饰工作地点,共同绘制宅邸装饰画；不推定产权或建筑设计,external,formal,src-87bb5a1ddae4f846,"英国行程段：A Castle Howard, tra il 1709 e il 1710",https://www.treccani.it/enciclopedia/marco-ricci_(Dizionario-Biografico)/,
rel-0221,units/persons/mario-de-fiori,units/persons/filippo-lauri,collaborated_with,1658–1659,花卉画家／人物画家,Chigi《四季》之《春》；不推广为全部作品的长期合作,external,formal,src-79314a94389e3534,本卡 S7；Quattro stagioni合作段,https://www.treccani.it/enciclopedia/mario-nuzzi_(Dizionario-Biografico)/,1658–1659年Chigi《四季》系列中，Nuzzi绘花卉，Lauri为《春》绘人物。
rel-0222,units/persons/mario-de-fiori,units/persons/carlo-maratta,collaborated_with,1658–1659,花卉画家／人物画家,Chigi《四季》之《夏》；不推广为全部作品的长期合作,external,formal,src-79314a94389e3534,本卡 S7；Quattro stagioni合作段,https://www.treccani.it/enciclopedia/mario-nuzzi_(Dizionario-Biografico)/,1658–1659年Chigi《四季》系列中，Nuzzi绘花卉，Maratta为《夏》绘人物。
rel-0223,units/persons/mario-de-fiori,units/persons/giacinto-brandi,collaborated_with,1658–1659,花卉画家／人物画家,Chigi《四季》之《秋》；不推广为全部作品的长期合作,external,formal,src-79314a94389e3534,本卡 S7；Quattro stagioni合作段,https://www.treccani.it/enciclopedia/mario-nuzzi_(Dizionario-Biografico)/,1658–1659年Chigi《四季》系列中，Nuzzi绘花卉，Brandi为《秋》绘人物。
rel-0224,units/persons/mattia-preti,units/persons/antonio-ruffo,patronized_by,1646–1649起,作品进入其收藏并保持往来的画家,限Ruffo购藏与赞助网络；不表示清单中每件作品均由其委托,external,formal,src-bad578974eae7047,本卡 S6；Messina与Ruffo段,https://www.treccani.it/enciclopedia/preti-mattia-detto-il-cavalier-calabrese_(Dizionario-Biografico)/,1646至1649年已有作品进入Ruffo收藏，二人随后保持长期往来；本边限于该购藏与赞助语境。
rel-0225,units/persons/maurizio-di-savoia,units/persons/gio-gasparo-baldoini,appointer_of,,per nostro pittore任命者,本章脚注所引任命；日期未知,book,formal,haskell-1980-rev-ed,lines 188–189; print pp. 6,02-sources/02-Markdown/01_CHP-1.md,任命 Baldoini 为 per nostro pittore，本章脚注引述任命。
rel-0226,units/persons/michael-levey,units/institutions/national-gallery-london,employed_by,1951–1986年底,助理保管员→副保管员→保管员→馆长,1951 Assistant Keeper；1966 Deputy Keeper；1968 Keeper；1973-10至1986年底Director,external,formal,src-2cbc1a00fce68d92,完整人物传记段；下方Selected acquisitions仅浏览本页索引,https://www.nationalgallery.org.uk/about-us/history/directors/sir-michael-levey,
rel-0227,units/persons/michelangelo-cerquozzi,units/institutions/accademia-di-san-luca,member_of,,,,book,formal,haskell-1980-rev-ed,lines 753–754; print pp. 18,02-sources/02-Markdown/01_CHP-1.md,脚注明确 Cerquozzi 是学院会员。
rel-0228,units/persons/michelangelo-cerquozzi,units/persons/viviano-codazzi,collaborated_with,罗马合作期；1647年前起点有争议,人物画家／建筑景观画家,有据合作作品；不由合作推定共同政治立场或所有作品共同署名,external,formal,src-2c1bd5772b79d259,本卡 S7；Codazzi合作段,https://www.treccani.it/enciclopedia/cerquozzi-michelangelo-detto-michelangelo-delle-battaglie_(Dizionario-Biografico)/,传记明确两人合作建筑场景，包含《马萨尼埃洛起义》相关对象；早期合作年代存在争议。
rel-0229,units/persons/niccolo-bambini,units/places/venice,located_at,,训练城市,早期受训；不推定具体导师,external,formal,src-91c2669840a825fa,艺术家生涯段：威尼斯训练及1672罗马记录,https://musei.macerata.it/opera/enea-racconta-a-didone-la-caduta-di-troia/,
rel-0230,units/persons/niccolo-bambini,units/places/rome,located_at,1672,有文献记录的活动城市,受训后生涯的罗马记录,external,formal,src-91c2669840a825fa,艺术家生涯段：威尼斯训练及1672罗马记录,https://musei.macerata.it/opera/enea-racconta-a-didone-la-caduta-di-troia/,
rel-0231,units/persons/niccolo-ludovisi,units/persons/ludovico-ludovisi,sibling_of,,brother,"Niccolò Ludovisi and Cardinal Ludovico Ludovisi, both sons of Orazio and Lavinia",external,formal,src-57bfba0d91516d6a,line 37: Zagarolo inherited from his brother Cardinal Ludovico in 1632,https://www.treccani.it/enciclopedia/niccolo-ludovisi_(Dizionario-Biografico)/,
rel-0232,units/persons/nicolas-poussin,units/works/poussin-spring-valguarnera,creator_of,,另订《春》的受托画家,连接委托对象；不证明成品现存,book,formal,haskell-1980-rev-ed,lines 599–601; print pp. 15,02-sources/02-Markdown/01_CHP-1.md,接受另订《春》的画家；不由此证明成品现存。
rel-0233,units/persons/olimpia-aldobrandini,units/families/aldobrandini-family,member_of,1623–1681,出生家族成员与主要继承人,只表示个人家族归属和继承身份，不把全部家族财产自动归为个人所有,external,formal,src-938a5e3d582d0cb8,导言与Early life and ancestry,https://en.wikipedia.org/wiki/Olimpia_Aldobrandini,奥林皮娅出生于阿尔多布兰迪尼家族，并是该支系的重要继承人。
rel-0234,units/persons/olimpia-aldobrandini,units/persons/paolo-borghese,spouse_of,1638–1646,第一任配偶,1638年结婚，关系因Paolo于1646年去世结束,external,formal,src-938a5e3d582d0cb8,Marriages段,https://en.wikipedia.org/wiki/Olimpia_Aldobrandini,奥林皮娅于1638年与Paolo Borghese结婚；Paolo于1646年去世。
rel-0235,units/persons/olimpia-aldobrandini,units/persons/camillo-pamfili,spouse_of,1647-02-10起,第二任配偶,采用Treccani DBI的精确婚日；Doria Pamphilj英文页1646为异文,external,formal,,辞任与婚姻段；1647-02-10,https://www.treccani.it/enciclopedia/camillo-pamphili_(Dizionario-Biografico)/,Paolo Borghese去世后，奥林皮娅于1647年2月10日与Camillo Pamphili结婚。
rel-0236,units/persons/orazio-gentileschi,units/places/pisa,located_at,1563,出生地点,个人出生事件,external,formal,src-5c3ed9bb3c020370,生于Pisa、子女训练、Caravaggio影响与分期生涯段,https://www.nationalgallery.org.uk/artists/orazio-gentileschi,
rel-0237,units/persons/orazio-gentileschi,units/persons/artemisia-gentileschi,parent_of,,父亲,Artemisia是Orazio的女儿,external,formal,src-5c3ed9bb3c020370,生于Pisa、子女训练、Caravaggio影响与分期生涯段,https://www.nationalgallery.org.uk/artists/orazio-gentileschi,
rel-0238,units/persons/orazio-gentileschi,units/persons/artemisia-gentileschi,teacher_of,,绘画教师,父亲训练女儿；亲缘与师承分开,external,formal,src-5c3ed9bb3c020370,生于Pisa、子女训练、Caravaggio影响与分期生涯段,https://www.nationalgallery.org.uk/artists/orazio-gentileschi,
rel-0239,units/persons/orazio-gentileschi,units/persons/caravaggio,influenced_by,约1600起,绘画风格影响来源,短暂吸收自然主义；不等同正式师承,external,formal,src-5c3ed9bb3c020370,生于Pisa、子女训练、Caravaggio影响与分期生涯段,https://www.nationalgallery.org.uk/artists/orazio-gentileschi,
rel-0240,units/persons/orazio-gentileschi,units/places/rome,located_at,1576／1578,迁入城市,1576/8依馆方日期保留,external,formal,src-5c3ed9bb3c020370,生于Pisa、子女训练、Caravaggio影响与分期生涯段,https://www.nationalgallery.org.uk/artists/orazio-gentileschi,
rel-0241,units/persons/orazio-gentileschi,units/places/genoa,located_at,1621,迁入工作城市,生涯转折，邀请者另待补,external,formal,src-5c3ed9bb3c020370,生于Pisa、子女训练、Caravaggio影响与分期生涯段,https://www.nationalgallery.org.uk/artists/orazio-gentileschi,
rel-0242,units/persons/orazio-gentileschi,units/places/paris,located_at,1626以前,工作城市,赴伦敦之前的法国工作阶段,external,formal,src-5c3ed9bb3c020370,生于Pisa、子女训练、Caravaggio影响与分期生涯段,https://www.nationalgallery.org.uk/artists/orazio-gentileschi,
rel-0243,units/persons/orazio-gentileschi,units/places/london,located_at,1626,迁入工作城市,离开巴黎赴英国宫廷,external,formal,src-5c3ed9bb3c020370,生于Pisa、子女训练、Caravaggio影响与分期生涯段,https://www.nationalgallery.org.uk/artists/orazio-gentileschi,
rel-0244,units/persons/orazio-gentileschi,units/persons/charles-i,patronized_by,1626起,宫廷赞助者,宫廷服务概况；不将特定作品的委托归给国王,external,formal,src-5c3ed9bb3c020370,生于Pisa、子女训练、Caravaggio影响与分期生涯段,https://www.nationalgallery.org.uk/artists/orazio-gentileschi,
rel-0245,units/persons/orazio-ludovisi,units/persons/lavinia-albergati,spouse_of,自1594年起；婚姻终止时间未载,husband,Orazio Ludovisi与Lavinia Albergati的婚姻,external,formal,src-f39c00a355690e17,"family paragraph; lines 28 and 38: wife Lavinia Albergati, married in 1594",https://www.treccani.it/enciclopedia/orazio-ludovisi_(Dizionario-Biografico)/,
rel-0246,units/persons/orazio-ludovisi,units/persons/ludovico-ludovisi,parent_of,自1595年起（Ludovico出生年）,father,"son is the 1595–1632 Cardinal Ludovico Ludovisi, not another namesake",external,formal,src-f39c00a355690e17,concluding paragraph; lines 55–56: four children include Cardinal Ludovico,https://www.treccani.it/enciclopedia/orazio-ludovisi_(Dizionario-Biografico)/,
rel-0247,units/persons/orazio-ludovisi,units/persons/niccolo-ludovisi,parent_of,1610年起（Niccolò出生年）,father,"son is the later Prince of Piombino Niccolò Ludovisi, distinct from Niccolò Albergati-Ludovisi",external,formal,src-f39c00a355690e17,"family paragraph and concluding paragraph; lines 28, 55–56",https://www.treccani.it/enciclopedia/orazio-ludovisi_(Dizionario-Biografico)/,
rel-0248,units/persons/ottavio-leoni,units/persons/ludovico-leoni,child_of,,儿子,明载其为Ludovico之子,external,formal,src-adf95aa0c6eb0d49,lines 27–31,https://www.treccani.it/enciclopedia/ottavio-leoni_(Dizionario-Biografico)/,
rel-0249,units/persons/ottavio-leoni,units/persons/caterina-cucchiaroni,spouse_of,,配偶,1615年3月24日结婚,external,formal,src-adf95aa0c6eb0d49,lines 43–44,https://www.treccani.it/enciclopedia/ottavio-leoni_(Dizionario-Biografico)/,
rel-0250,units/persons/ottavio-leoni,units/persons/marcello-provenzale,friend_of,,朋友、婚礼证人及遗嘱执行人,传记明确称朋友,external,formal,src-adf95aa0c6eb0d49,"lines 43, 53",https://www.treccani.it/enciclopedia/ottavio-leoni_(Dizionario-Biografico)/,
rel-0251,units/persons/ottavio-leoni,units/persons/battista-telli,kin_of,,继父,继亲关系，不表示生物亲子,external,formal,src-adf95aa0c6eb0d49,lines 43–44,https://www.treccani.it/enciclopedia/ottavio-leoni_(Dizionario-Biografico)/,
rel-0252,units/persons/ottavio-leoni,units/persons/maddalena-telli,kin_of,,继父,继亲关系，不表示生物亲子,external,formal,src-adf95aa0c6eb0d49,lines 43–44,https://www.treccani.it/enciclopedia/ottavio-leoni_(Dizionario-Biografico)/,
rel-0253,units/persons/ottavio-leoni,units/persons/ippolito-leoni,kin_of,,继父,继亲关系，不表示生物亲子,external,formal,src-adf95aa0c6eb0d49,lines 43–44,https://www.treccani.it/enciclopedia/ottavio-leoni_(Dizionario-Biografico)/,
rel-0254,units/persons/ottavio-leoni,units/persons/eufrasia-telli,kin_of,,继父,继亲关系，不表示生物亲子,external,formal,src-adf95aa0c6eb0d49,lines 43–44,https://www.treccani.it/enciclopedia/ottavio-leoni_(Dizionario-Biografico)/,
rel-0255,units/persons/ottavio-leoni,units/persons/vincenzo-i-gonzaga,patronized_by,,宫廷肖像服务与赞助,1599,external,formal,src-adf95aa0c6eb0d49,lines 32–33,https://www.treccani.it/enciclopedia/ottavio-leoni_(Dizionario-Biografico)/,
rel-0256,units/persons/ottavio-leoni,units/persons/giovanni-angelo-altemps,patronized_by,,家族肖像与壁画服务,1617–1618,external,formal,src-adf95aa0c6eb0d49,lines 45–46,https://www.treccani.it/enciclopedia/ottavio-leoni_(Dizionario-Biografico)/,
rel-0257,units/persons/ottavio-leoni,units/institutions/accademia-dei-virtuosi-al-pantheon,member_of,1621年起,sodale（团体成员）,Treccani称Leoni自1621年起为该团体成员；不扩展为未载任期或学院职务,external,formal,src-adf95aa0c6eb0d49,lines 48–48,https://www.treccani.it/enciclopedia/ottavio-leoni_(Dizionario-Biografico)/,
rel-0258,units/persons/paolo-borghese,units/families/borghese-family,member_of,约1622／1624–1646,博尔盖塞家族成员,只表示家族归属，不与1904–1985年同名人物混同,external,formal,src-fb8c5accc4b97f5c,导言与家庭段,https://en.wikipedia.org/wiki/Paolo_Borghese_(1622%E2%80%931646),Paolo Borghese是Marcantonio II Borghese与Camilla Orsini之子，属于博尔盖塞家族。
rel-0259,units/persons/paolo-de-matteis,units/persons/decio-de-matteis,child_of,,儿子,父母身份,external,formal,src-d121d56e5863bb67,lines 27–29,https://www.treccani.it/enciclopedia/paolo-de-matteis_(Dizionario-Biografico)/,
rel-0260,units/persons/paolo-de-matteis,units/persons/lucrezia-orico,child_of,,儿子,父母身份,external,formal,src-d121d56e5863bb67,lines 27–29,https://www.treccani.it/enciclopedia/paolo-de-matteis_(Dizionario-Biografico)/,
rel-0261,units/persons/paolo-de-matteis,units/persons/rosolena-perrone,spouse_of,,第一任配偶,第一段婚姻,external,formal,src-d121d56e5863bb67,lines 67–69,https://www.treccani.it/enciclopedia/paolo-de-matteis_(Dizionario-Biografico)/,
rel-0262,units/persons/paolo-de-matteis,units/persons/mariangiola-de-matteis,parent_of,,女儿,第一任配偶所生；女儿为画家,external,formal,src-d121d56e5863bb67,lines 69–72,https://www.treccani.it/enciclopedia/paolo-de-matteis_(Dizionario-Biografico)/,
rel-0263,units/persons/paolo-de-matteis,units/persons/felice-de-matteis,parent_of,,女儿,第一任配偶所生；女儿为画家,external,formal,src-d121d56e5863bb67,lines 69–72,https://www.treccani.it/enciclopedia/paolo-de-matteis_(Dizionario-Biografico)/,
rel-0264,units/persons/paolo-de-matteis,units/persons/emmanuella-de-matteis,parent_of,,女儿,第一任配偶所生；女儿为画家,external,formal,src-d121d56e5863bb67,lines 69–72,https://www.treccani.it/enciclopedia/paolo-de-matteis_(Dizionario-Biografico)/,
rel-0265,units/persons/paolo-de-matteis,units/persons/luca-giordano,trained_by,,早期学生,早年并于1683年后再次随学,external,formal,src-d121d56e5863bb67,lines 29–32,https://www.treccani.it/enciclopedia/paolo-de-matteis_(Dizionario-Biografico)/,
rel-0266,units/persons/paolo-de-matteis,units/persons/marchese-del-carpio,introduced_by,,引介至罗马画家圈,约1682年；引见给Morandi,external,formal,src-d121d56e5863bb67,lines 29–31,https://www.treccani.it/enciclopedia/paolo-de-matteis_(Dizionario-Biografico)/,
rel-0267,units/persons/paolo-de-matteis,units/persons/giammaria-morandi,introduced_by,,引入圣卢卡学院,约1682年；不推定正式入会,external,formal,src-d121d56e5863bb67,lines 29–30,https://www.treccani.it/enciclopedia/paolo-de-matteis_(Dizionario-Biografico)/,
rel-0268,units/persons/paolo-de-matteis,units/persons/louis-xiv,patronized_by,,王室庇护,1703–1705，巴黎,external,formal,src-d121d56e5863bb67,lines 43–46,https://www.treccani.it/enciclopedia/paolo-de-matteis_(Dizionario-Biografico)/,
rel-0269,units/persons/paolo-de-matteis,units/institutions/congregation-of-painters-jesuit-professed-house-naples,member_of,,成员,1686起,external,formal,src-d121d56e5863bb67,lines 33–35,https://www.treccani.it/enciclopedia/paolo-de-matteis_(Dizionario-Biografico)/,
rel-0270,units/persons/paolo-girolamo-piola,units/persons/marchese-pallavicini-piola,patronized_by,1690,受邀服务并协商住宿的画家,只涵盖保护人宫内外居住协商,book,formal,haskell-1980-rev-ed,lines 278–281; print pp. 8,02-sources/02-Markdown/01_CHP-1.md,1690 年要求住在这位保护人宫外；仅保留该居住协商语境。
rel-0271,units/persons/paolo-girolamo-piola,units/persons/carlo-maratta,trained_by,,学生,罗马学习阶段；与作品研习区分,external,formal,src-4f3b5e045cfad157,本卡 S7；罗马学习段,https://www.treccani.it/enciclopedia/piola_(Dizionario-Biografico)/,罗马学习阶段随卡洛·马拉塔学习；研习卡拉奇作品不等同于直接师承卡拉奇。
rel-0272,units/persons/paolo-guidotti,units/institutions/accademia-di-san-luca,member_of,,,,external,formal,src-17b418b72765ed43,本卡 S6；学院职务段,https://www.treccani.it/enciclopedia/guidotti-paolo-detto-il-cavalier-borghese_(Dizionario-Biografico)/,1605至1606年任书记、1619年任Prince，支持成员归属。
rel-0273,units/persons/paul-v,units/institutions/accademia-di-san-luca,granted_privilege_to,1605,年度赦免权授予者,圣路加节释放一名死刑犯的权利；据第一章转述,book,formal,haskell-1980-rev-ed,lines 687–689; print pp. 17,02-sources/02-Markdown/01_CHP-1.md,1605 年授学院每年圣路加节释放一名死刑犯的权利，依本章转述。
rel-0274,units/persons/paul-v,units/families/borghese-family,member_of,,,,external,formal,src-47965a47c8c3ac07,家族卡 S7；馆方家族上升与保禄五世段,https://galleriaborghese.cultura.gov.it/il-museo/la-villa/,世俗名卡米洛·博尔盖塞，属于博尔盖塞家族；教皇职务与家族身份分开。
rel-0275,units/persons/pellegrini,units/places/castle-howard,located_at,1709–1710,装饰工作地点,共同绘制宅邸装饰画；不推定产权或建筑设计,external,formal,src-87bb5a1ddae4f846,"英国行程段：A Castle Howard, tra il 1709 e il 1710",https://www.treccani.it/enciclopedia/marco-ricci_(Dizionario-Biografico)/,
rel-0276,units/persons/peter-calvocoressi,units/institutions/chatto-and-windus,employed_by,1955年加入,合伙人，后任董事,出版履历；不倒推为本书文字协助的合同角色,external,formal,src-5d97f62005d23738,由作品2671实际嵌入的目录全文：生平、流传、展览、文献及注释；未读所引自传,https://docs.google.com/document/d/1XD-r_i6baE533sA46h4Q4w6vhpGSCMgX0-E6-iL_-Do/pub?embedded=true,
rel-0277,units/persons/pier-francesco-mola,units/procedures/iconographic-consultation,uses_procedure,,,,book,formal,haskell-1980-rev-ed,lines 308–319; print pp. 9,02-sources/02-Markdown/01_CHP-1.md,借神谱、注释本 Virgil 并请教学者，选择四元素图像内容。
rel-0278,units/persons/pierre-rosenberg,units/institutions/louvre-museum,employed_by,1962–2001-04-13,助理、策展负责人；后任院长,1962进入绘画部；1994-10至2001-04-13任院长，不将院长头衔倒推至1962,external,formal,src-66832422578152de,Biographie前两段,https://www.academie-francaise.fr/les-immortels/pierre-rosenberg,
rel-0279,units/persons/pierre-rosenberg,units/institutions/academie-francaise,member_of,1995-12-07当选,院士,第23席；1996-11-14接纳,external,formal,src-66832422578152de,Biographie末段,https://www.academie-francaise.fr/les-immortels/pierre-rosenberg,
rel-0280,units/persons/pierre-rosenberg,units/places/paris,located_at,1936-04-13,出生,出生地,external,formal,src-66832422578152de,Biographie首句,https://www.academie-francaise.fr/les-immortels/pierre-rosenberg,
rel-0281,units/persons/pieter-van-laer,units/institutions/accademia-di-san-luca,member_of,,,,book,formal,haskell-1980-rev-ed,lines 753–754; print pp. 18,02-sources/02-Markdown/01_CHP-1.md,脚注明确 Van Laer 是学院会员；与画家帮身份可以并存。
rel-0282,units/persons/pieter-van-laer,units/institutions/schildersbent,member_of,,,,book,formal,haskell-1980-rev-ed,lines 819–833; print pp. 20,02-sources/02-Markdown/01_CHP-1.md,本章所述画家帮成员 Van Laer，同时有学院会员身份。
rel-0283,units/persons/pietro-bernini,units/persons/gian-lorenzo-bernini,parent_of,,父亲,Gian Lorenzo Bernini的父亲,external,formal,src-6ab3ad2e229ce124,lines 29–30: ‘Figlio dello scultore fiorentino Pietro’,https://www.treccani.it/enciclopedia/gian-lorenzo-bernini_(Dizionario-Biografico)/,
rel-0284,units/persons/pietro-bernini,units/persons/luigi-bernini,parent_of,,父亲,Luigi Bernini的父亲,external,formal,src-4c3611ebf9394872,line 28: ‘Figlio di Pietro’,https://www.treccani.it/enciclopedia/luigi-bernini_(Dizionario-Biografico)/,
rel-0285,units/persons/pietro-bernini,units/persons/gian-lorenzo-bernini,collaborated_with,,合作雕塑家,Villa Borghese装饰雕塑（1616–1617前后）；圣彼得大教堂华盖（晚年，确切年份未载）,external,formal,src-35ed32c6d2f8f2ed,lines 38–40: Villa Borghese装饰雕塑及圣彼得大教堂华盖工程,https://www.treccani.it/enciclopedia/pietro-bernini_(Dizionario-Biografico)/,
